id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,len,clasteId,pointType,timeToCalcNeighbours,# distance calc,len(rnnk),kNN,reverskNN,NDF
p0,2,4,4,3,2,7,8,2,9,11,7,7,1,8,5,6,24.3311,-1,-1,38.9308,20000,0,[,],[,],[,],
p1,4,7,5,5,5,5,9,6,4,8,7,9,2,9,7,10,26.9444,-1,-1,38.8838,20000,0,[,],[,],[,],
p2,7,10,8,7,4,8,8,5,10,11,2,8,2,5,5,10,29.5635,-1,-1,38.9157,20000,0,[,],[,],[,],
p3,4,9,5,7,4,7,7,13,1,7,6,8,3,8,0,8,27.2213,-1,-1,38.8496,20000,0,[,],[,],[,],
p4,6,7,8,5,4,7,6,3,7,10,7,9,3,8,3,7,26.3439,-1,-1,38.8153,20000,0,[,],[,],[,],
p5,4,7,5,5,3,4,12,2,5,13,7,5,1,10,1,7,26.5895,-1,-1,38.916,20000,0,[,],[,],[,],
p6,6,10,8,8,4,7,8,2,5,10,7,8,5,8,1,8,28.0891,-1,-1,38.7982,20000,0,[,],[,],[,],
p7,1,0,2,0,1,6,10,7,2,7,5,8,2,7,4,9,21.9773,-1,-1,39.9448,20000,0,[,],[,],[,p6382;p16974;],
p8,5,9,7,6,7,7,7,2,4,9,8,9,7,6,2,8,27.1477,-1,-1,38.8289,20000,0,[,],[,],[,],
p9,1,0,2,1,1,5,7,8,6,7,6,6,2,8,3,8,21.0476,-1,-1,38.9106,20000,0,[,],[,],[,],
p10,2,7,4,5,1,9,8,4,2,5,13,8,3,10,0,8,26.2869,-1,-1,38.8102,20000,0,[,],[,],[,],
p11,3,11,5,8,3,13,4,5,3,12,1,8,2,6,4,9,28.1603,-1,-1,38.8926,20000,0,[,],[,],[,],
p12,3,7,5,5,5,8,7,4,4,7,6,7,4,6,8,13,26.4008,-1,-1,38.8567,20000,0,[,],[,],[,],
p13,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7,23.9165,-1,-1,38.9414,20000,0,[,],[,],[,],
p14,8,11,9,8,6,7,8,3,6,10,5,7,4,6,6,8,29.1548,-1,-1,38.855,20000,0,[,],[,],[,],
p15,7,11,10,8,9,9,7,3,6,10,4,7,5,6,4,9,30.2159,-1,-1,38.94,20000,0,[,],[,],[,],
p16,5,5,5,7,3,3,7,6,12,7,6,15,0,8,7,6,28.8097,-1,-1,38.8918,20000,0,[,],[,],[,],
p17,2,4,5,3,2,7,8,2,9,11,7,7,1,8,5,6,24.5153,-1,-1,38.8209,20000,0,[,],[,],[,],
p18,4,7,6,5,4,8,9,8,4,7,7,7,3,8,3,8,25.6905,-1,-1,38.8218,20000,0,[,],[,],[,],
p19,4,6,4,7,5,8,8,6,2,7,7,11,3,9,5,8,26.6083,-1,-1,38.8249,20000,0,[,],[,],[,],
p20,5,10,7,9,3,8,5,9,8,6,4,8,3,8,4,8,27.6948,-1,-1,38.8595,20000,0,[,],[,],[,],
p21,3,7,3,5,1,1,1,5,5,0,1,6,0,8,0,8,17.6068,-1,-1,38.8827,20000,0,[,],[,],[,],
p22,1,1,2,1,0,7,9,4,2,7,13,8,2,10,0,8,24.6374,-1,-1,40.2672,20000,0,[,],[,],[,p2231;p4160;p6202;],
p23,2,1,3,2,1,8,7,3,8,6,6,8,2,8,5,8,22.3159,-1,-1,38.9797,20000,0,[,],[,],[,],
p24,8,9,10,8,12,7,6,5,5,7,6,8,7,10,6,9,31.6702,-1,-1,38.8749,20000,0,[,],[,],[,],
p25,5,10,8,7,11,9,6,2,2,8,4,8,10,5,3,6,28.2489,-1,-1,38.8717,20000,0,[,],[,],[,],
p26,5,6,5,4,3,4,9,1,7,10,10,6,1,10,2,4,24.7992,-1,-1,38.9117,20000,0,[,],[,],[,],
p27,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,23.0651,-1,-1,40.1448,20000,0,[,],[,],[,p3157;p8831;p10997;],
p28,3,8,5,6,5,7,7,4,8,7,7,8,3,8,5,10,26.4008,-1,-1,38.8825,20000,0,[,],[,],[,],
p29,4,7,6,5,4,11,7,3,5,10,1,4,5,9,1,7,24.8797,-1,-1,38.9024,20000,0,[,],[,],[,],
p30,4,10,6,7,2,9,4,3,2,8,1,8,3,7,3,8,23.9792,-1,-1,38.8781,20000,0,[,],[,],[,],
p31,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,21.8632,-1,-1,40.1218,20000,0,[,],[,],[,p3951;],
p32,4,8,5,6,4,9,9,6,4,7,5,8,3,8,10,7,27.037,-1,-1,38.8077,20000,0,[,],[,],[,],
p33,3,5,5,3,2,5,9,3,4,10,8,8,5,8,0,7,23.8537,-1,-1,38.8237,20000,0,[,],[,],[,],
p34,4,11,5,8,2,7,7,4,4,7,6,8,3,8,4,8,25.7294,-1,-1,39.8867,20000,0,[,],[,],[,p5780;],
p35,4,9,6,7,7,6,8,1,4,10,8,7,6,11,4,5,27.55,-1,-1,38.8077,20000,0,[,],[,],[,],
p36,6,9,5,4,2,6,9,4,5,4,4,10,5,10,2,8,25.3969,-1,-1,38.8315,20000,0,[,],[,],[,],
p37,3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,18.1108,-1,-1,40.0573,20000,0,[,],[,],[,p3244;],
p38,4,5,6,4,3,7,8,2,5,10,6,6,5,9,1,7,23.9165,-1,-1,38.8575,20000,0,[,],[,],[,],
p39,1,3,3,2,1,7,8,2,9,11,6,8,1,8,5,7,24.1247,-1,-1,39.6574,20000,0,[,],[,],[,p9991;],
p40,6,9,6,4,3,7,6,4,4,9,9,5,3,10,4,4,24.96,-1,-1,38.844,20000,0,[,],[,],[,],
p41,0,0,0,1,0,7,7,4,4,7,6,8,0,8,0,8,20.199,-1,-1,40.3566,20000,0,[,],[,],[,p1141;p9588;p10600;p13384;],
p42,8,11,8,8,9,4,10,2,3,9,8,7,9,13,3,5,31.6386,-1,-1,38.8315,20000,0,[,],[,],[,],
p43,2,1,3,2,2,7,9,5,6,7,9,9,3,9,1,8,24.0624,-1,-1,38.7944,20000,0,[,],[,],[,],
p44,6,10,4,5,2,8,7,6,5,9,4,7,5,9,5,9,26.7021,-1,-1,38.8506,20000,0,[,],[,],[,],
p45,3,4,4,3,2,5,12,3,6,11,9,4,1,11,1,5,25.1794,-1,-1,38.8437,20000,0,[,],[,],[,],
p46,4,5,6,4,4,7,6,5,5,8,5,8,3,7,5,6,22.7156,-1,-1,38.8551,20000,0,[,],[,],[,],
p47,4,7,6,10,9,8,9,4,0,8,7,6,5,11,5,7,28.4956,-1,-1,38.8326,20000,0,[,],[,],[,],
