Id,x0,x1,clasterId,pointType,#dist,
p0,660.976,304.225,1,0,6087
p1,636.213,306.174,1,0,6132
p2,662.753,307.565,1,0,6105
p3,657.487,307.74,1,0,6096
p4,635.273,308.157,1,0,6123
p5,640.484,309.592,1,0,6123
p6,660.523,309.613,1,0,6096
p7,658.759,312.594,1,0,6114
p8,674.821,315.093,1,0,6150
p9,649.17,316.174,1,1,6141
p10,631.858,316.908,1,0,6150
p11,673.506,317.648,1,1,6159
p12,637.439,318.289,1,1,6159
p13,644.003,320.565,1,1,6177
p14,622.679,320.843,1,0,6168
p15,655.504,320.916,1,1,6159
p16,626.318,321.78,1,0,6168
p17,633.245,322.492,1,1,6159
p18,678.36,323.472,1,0,6177
p19,637.081,323.619,1,1,6186
p20,653.079,324.434,1,1,6204
p21,639.035,324.523,1,1,6204
p22,680.978,324.669,1,0,6186
p23,644.647,325.905,1,1,6204
p24,652.268,326.389,1,1,6213
p25,665.755,327.567,1,1,6213
p26,675.27,327.608,1,1,6204
p27,631.213,327.95,1,1,6195
p28,643.6,328.542,1,1,6240
p29,668.535,329.06,1,1,6222
p30,658.985,329.159,1,0,6240
p31,651.423,329.337,1,1,6231
p32,646.127,329.862,1,1,6231
p33,683.672,330.534,1,0,6222
p34,666.442,331.637,1,0,6240
p35,682.478,331.858,1,0,6240
p36,640.783,333.145,1,1,6267
p37,649.948,333.168,1,1,6240
p38,663.551,333.265,1,0,6240
p39,624.463,333.342,1,0,6249
p40,645.513,334.213,1,0,6267
p41,632.527,334.935,1,1,6267
p42,639.959,335.242,1,0,6276
p43,670.422,336.607,1,1,6276
p44,647.217,340.107,1,0,6330
p45,685.94,340.389,1,0,6267
p46,620.777,341.34,1,0,6312
p47,618.936,341.409,1,0,6312
p48,679.985,341.547,1,0,6294
p49,627.324,341.603,1,0,6330
p50,639.416,342.035,1,1,6348
p51,622.928,342.459,1,0,6321
p52,662.056,342.529,1,1,6375
p53,676.484,342.75,1,0,6303
p54,642.366,345.063,1,0,6375
p55,639.621,345.609,1,0,6384
p56,630.04,346.568,1,1,6366
p57,646.7,346.681,1,1,6411
p58,625.209,346.771,1,0,6348
p59,650.768,347.282,1,1,6429
p60,672.056,347.548,1,0,6348
p61,629.259,347.766,1,1,6366
p62,654.751,347.881,1,1,6447
p63,656.628,348.501,1,1,6456
p64,660.134,348.671,1,1,6447
p65,667.984,349.415,1,1,6438
p66,642.738,349.951,1,1,6420
p67,652.024,349.986,1,1,6465
p68,671.291,350.525,1,0,6384
p69,637.791,350.903,1,1,6429
p70,649.556,351.032,1,1,6456
p71,654.517,352.398,1,1,6474
p72,659.838,353.262,1,1,6510
p73,648.966,356.048,1,1,6501
p74,669.789,357.397,1,0,6483
p75,665.373,359.929,1,0,6519
p76,624.855,360.424,1,0,6429
p77,662.42,360.72,1,0,6573
p78,626.761,363.811,1,0,6456
p79,667.14,364.033,1,0,6528
p80,637.609,364.503,1,0,6528
p81,648.763,364.824,1,0,6609
p82,638.583,365.65,1,0,6537
p83,666.254,366.738,1,0,6573
p84,653.469,370.728,1,0,6672
p85,650.43,371.572,1,0,6663
p86,661.43,372.276,1,0,6609
p87,153.879,308.064,2,0,6420
p88,178.29,308.199,3,0,6429
p89,166.838,308.485,2,0,6393
p90,153.41,309.122,2,0,6429
p91,153.636,309.867,2,0,6429
p92,148.658,310.898,2,0,6438
p93,170.83,311.777,2,0,6420
p94,181.997,312.281,3,0,6438
p95,151.534,315.214,2,0,6447
p96,158.234,316.942,2,1,6420
p97,156.903,318.774,2,1,6447
p98,131.505,318.993,2,0,6510
p99,171.829,319.959,3,0,6483
p100,188.385,321.231,3,0,6501
p101,175.094,321.902,3,0,6492
p102,149.332,322.096,2,1,6465
p103,132.401,322.735,2,0,6501
p104,150.449,322.89,2,1,6483
p105,172.762,324.576,3,1,6501
p106,178.86,324.684,3,1,6492
p107,129.898,326.107,4,0,6537
p108,140.855,327.583,2,0,6528
p109,167.174,328.263,3,0,6564
p110,163.921,328.34,3,1,6546
p111,145.897,328.558,2,1,6519
p112,180.488,328.618,3,1,6528
p113,125.823,328.684,4,0,6564
p114,154.945,329.416,2,0,6519
p115,188.031,330.014,3,0,6564
p116,174.682,330.318,3,0,6519
p117,162.439,330.402,3,0,6546
p118,128.484,330.468,4,1,6573
p119,156.03,330.695,2,0,6537
p120,187.152,331.229,3,1,6573
p121,168.092,331.83,3,1,6582
p122,129.107,332.022,4,1,6582
p123,129.6,333.61,4,1,6591
p124,158.713,334.341,3,1,6582
p125,169.774,334.662,3,1,6600
p126,191.52,334.977,3,1,6582
p127,133.87,335.02,4,1,6591
p128,160.971,335.471,3,1,6600
p129,185.668,335.604,3,1,6600
p130,200.468,335.644,3,0,6573
p131,164.317,335.97,3,1,6600
p132,142.494,336.65,2,0,6627
p133,197.979,337.757,3,0,6591
p134,192.739,338.016,3,1,6591
p135,123.22,338.794,4,0,6618
p136,132.062,338.832,4,1,6600
p137,184.485,339.211,3,1,6618
p138,162.725,339.915,3,1,6636
p139,136.333,340.328,4,0,6618
p140,167.759,340.476,3,1,6654
p141,188.627,340.491,3,1,6609
p142,166.321,342.129,3,1,6681
p143,159.853,342.331,3,1,6654
