id,x0,x1,len,clasteId,pointType,timeToCalcNeighbours,# distance calc,len(rnnk),kNN,reverskNN,NDF
p0,539.512,411.975,678.82,1,1,18.1951,10000,0,[,],[,],[,p0;p617;p1151;p1450;p1609;p2578;p2661;p2956;p3328;p3376;p3785;p4255;p4466;p5085;p5219;p5525;p5599;p6037;p6180;p6396;p6416;p6877;p7562;p7792;p7831;p8085;p8104;p8190;p8831;p9094;p9525;],
p1,542.241,147.626,561.978,2,1,18.4914,10000,0,[,],[,],[,p1;p895;p1164;p1246;p2507;p3028;p3418;p5552;p5627;p6583;p9116;],
p2,653.469,370.728,751.306,1,1,18.1357,10000,0,[,],[,],[,p2;p183;p193;p1593;p1610;p1849;p2180;p2749;p3162;p5150;p5701;p6138;p6717;p7099;p7381;p8172;p8452;p9284;],
p3,598.586,284.883,662.92,1,1,17.731,10000,0,[,],[,],[,p3;p147;p697;p1059;p1417;p1665;p2197;p2569;p2682;p3756;p4318;p4451;p4557;p4665;p4699;p4836;p4978;p5285;p5832;p5857;p6129;p7351;p7529;p7647;p7876;p8692;p9047;],
p4,573.063,294.563,644.336,1,1,17.6701,10000,0,[,],[,],[,p4;p1526;p1655;p2299;p2658;p3096;p3388;p3796;p3985;p4190;p4727;p4755;p5416;p5480;p5873;p6394;p6410;p7224;p7655;p9424;p9487;],
p5,139.57,401.381,424.955,3,1,17.7896,10000,0,[,],[,],[,p5;p470;p817;p1677;p3285;p4956;p6444;p6775;p7999;],
p6,228.97,281.992,363.245,4,1,18.2888,10000,0,[,],[,],[,p6;p929;p2931;p3530;p5886;p6153;p7768;],
p7,305.747,94.351,319.974,5,1,18.6421,10000,0,[,],[,],[,p7;p1958;p4503;p4728;p5152;p6217;p8727;p8947;],
p8,610.617,167.19,633.092,1,1,17.6529,10000,0,[,],[,],[,p8;p327;p904;p1365;p1501;p1928;p2187;p2978;p3046;p3051;p3723;p5185;p6178;p6409;p6731;p6893;p7696;p8070;p8126;p9405;],
p9,500.45,118.781,514.353,2,1,18.337,10000,0,[,],[,],[,p9;p755;p1088;p1549;p1993;p3971;p4120;p4294;p5194;p5959;p6130;p6612;p6712;p6799;p7078;p7123;p7829;p9023;p9967;],
p10,341.805,361.755,497.692,6,1,18.4761,10000,0,[,],[,],[,p10;p217;p291;p375;p460;p1829;p2135;p3652;p3671;p3732;p4916;p5063;p6327;p7380;p8415;p8501;p8717;p9406;p9454;p9742;],
p11,128.583,81.599,152.289,-1,-1,20.0094,10000,0,[,],[,],[,p11;],
p12,39.105,381.266,383.266,3,1,18.1467,10000,0,[,],[,],[,p12;p640;p779;p3831;p6139;p6563;p7935;],
p13,294.912,421.48,514.411,3,1,18.117,10000,0,[,],[,],[,p13;p1624;p2685;p3211;p4233;p4309;p5179;p6104;p7452;p7706;p8909;p8927;p9934;],
p14,189.214,322.73,374.108,7,1,19.9041,10000,0,[,],[,],[,p14;p1856;p5850;p6175;p6580;p8455;p8921;],
p15,251.889,69.384,261.27,-1,-1,18.6482,10000,0,[,],[,],[,p15;p689;p4093;p7628;],
p16,116.099,296.383,318.311,8,1,18.3222,10000,0,[,],[,],[,p16;p714;p2847;p3060;p3220;p7111;],
p17,86.84,307.898,319.91,-1,-1,18.7667,10000,0,[,],[,],[,p17;p7399;],
p18,509.272,429.166,665.989,1,1,17.4185,10000,0,[,],[,],[,p18;p204;p296;p324;p353;p1283;p1448;p1481;p3377;p4048;p4286;p4593;p4792;p5419;p5605;p6056;p6092;p7751;p8118;p8503;p8609;p8657;p9607;],
