Id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,clasterId,pointType,#dist,
p14314,1,0,1,0,0,2,1,5,4,1,2,5,0,8,0,8,1,1,379684
p1579,1,0,1,0,0,2,2,5,4,1,2,5,0,8,0,8,1,0,379687
p1074,1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,1,0,379686
p14220,1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,1,0,379686
p10282,1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,1,0,379686
p6675,1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,1,1,379686
p9855,1,0,1,0,0,2,2,5,4,1,3,5,0,8,0,8,1,0,379665
p3250,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,1,1,379559
p10445,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,1,1,379539
p6590,1,0,1,1,0,2,1,5,5,0,2,5,0,8,0,8,1,1,379599
p14111,1,0,2,1,0,2,1,6,4,0,3,4,0,8,0,8,1,1,379495
p7451,2,3,2,2,1,4,3,4,6,2,2,5,0,7,0,6,2,0,379505
p14774,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8,1,1,379463
p11320,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8,1,0,379443
p9107,1,0,2,1,0,2,1,5,5,0,2,5,0,8,0,8,1,1,379423
p11731,1,0,1,0,0,3,1,6,4,1,3,4,0,8,0,8,1,0,379482
p7315,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8,1,0,379482
p9974,0,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379421
p5728,0,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379422
p13952,1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,1,0,379421
p13723,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379422
p14381,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379422
p450,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,1,1,379422
p15429,2,1,3,2,1,4,3,5,6,2,3,4,1,7,0,6,2,0,379448
p4725,1,0,2,1,0,2,1,6,4,0,2,5,0,8,0,8,1,1,379422
p7661,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379422
p7262,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379422
p4201,1,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,1,1,379424
p17204,1,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,1,1,379425
p1010,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8,1,0,379422
p2938,1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,1,0,379421
p16637,1,0,1,1,0,1,1,5,5,0,1,6,0,8,0,8,1,0,379441
p17393,2,3,2,1,1,4,4,4,6,2,2,5,1,7,1,6,2,0,379308
p13013,2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,1,1,379331
p13871,2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,1,0,379311
p12696,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,1,1,379158
p14830,1,1,3,2,1,6,2,2,1,6,2,7,1,6,2,6,4,0,379195
p1328,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,1,1,379158
p6704,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,1,0,379159
p19660,2,1,3,3,1,5,2,6,7,1,3,2,1,7,1,5,2,0,379168
p13447,1,0,2,1,0,2,1,6,5,0,2,5,0,8,0,8,1,1,379124
p17500,1,0,2,1,0,2,1,6,5,0,2,5,0,8,0,8,1,1,379125
p3633,2,2,3,3,1,4,3,5,6,2,2,5,1,7,0,6,2,1,379089
p6747,2,1,2,2,1,5,3,5,7,2,2,4,1,7,1,6,2,0,379089
p15972,2,1,2,3,1,4,4,4,6,2,2,6,0,7,1,6,2,0,379092
p16758,2,1,2,1,0,2,1,6,5,0,2,5,0,8,0,8,1,0,379089
p18998,2,1,2,2,1,4,4,5,6,2,2,6,1,7,1,6,2,0,378952
p4689,2,1,2,2,1,4,4,4,7,2,1,6,0,7,1,6,2,1,378954
p6796,2,3,2,2,1,4,3,5,7,2,2,5,0,7,1,6,2,0,378893
p17180,1,3,2,2,1,5,4,4,6,3,3,5,1,7,1,6,2,0,378897
p15493,2,3,2,2,1,5,4,5,6,2,2,5,1,7,1,6,2,1,378744
p10497,2,1,2,3,1,4,4,5,7,2,2,5,1,7,1,6,2,1,378721
p9953,2,3,2,2,1,4,3,4,8,2,2,5,0,7,1,6,2,0,378821
p11440,3,5,3,3,2,4,3,5,6,2,2,5,1,6,0,6,2,0,378775
p2515,1,3,2,1,1,6,2,1,1,6,2,8,1,6,1,7,4,0,378771
p7332,2,3,2,2,1,4,4,4,7,2,2,6,0,7,1,6,2,1,378745
p17705,2,3,3,1,1,6,2,2,1,5,2,8,1,6,1,7,4,0,378762
p15724,2,3,2,2,1,4,4,4,7,2,2,6,0,7,1,6,2,1,378745
p18004,2,2,3,4,2,4,4,5,7,2,2,5,1,6,1,6,2,0,378730
p6273,2,2,3,3,1,4,4,4,7,2,1,6,0,7,1,6,2,1,378709
p825,3,4,3,3,2,4,3,4,6,2,2,6,0,7,0,6,2,0,378680
p17789,2,3,3,2,1,4,4,4,7,2,2,6,0,7,1,6,2,1,378619
p9959,2,3,4,2,1,6,2,2,2,5,2,8,2,6,2,6,4,0,378592
p11536,2,2,3,3,2,4,4,4,7,2,1,6,1,7,1,6,2,1,378580
p7339,2,2,2,4,1,0,1,5,6,0,0,6,0,8,0,8,3,0,378611
p13846,3,2,4,3,2,4,4,5,7,2,2,5,1,6,1,6,2,0,378559
p4049,2,2,3,3,2,4,4,4,7,2,1,6,1,7,1,6,2,1,378580
p16467,2,5,2,3,1,4,3,3,7,2,2,6,0,7,0,6,2,0,378579
p4148,2,2,4,3,1,6,2,2,2,5,2,8,2,6,2,6,4,0,378579
p112,1,3,3,2,1,6,3,2,2,5,2,8,1,6,1,7,4,0,378551
p5094,2,2,3,3,1,4,4,3,7,2,1,7,0,7,1,6,2,1,378541
p13151,2,2,4,3,2,6,2,2,2,5,2,8,2,6,2,6,4,0,378542
p19682,2,3,3,1,1,7,2,2,1,6,2,7,1,6,1,7,4,0,378541
p17508,2,1,3,2,1,4,4,4,8,2,1,6,0,7,1,6,2,1,378519
p12589,2,2,3,4,2,5,4,5,7,2,2,5,1,6,1,6,2,1,378466
p16309,2,3,2,4,1,0,1,5,6,0,0,6,0,8,0,8,3,0,378416
p15904,2,4,2,3,1,5,4,5,7,2,2,4,1,7,1,6,2,0,378395
p13804,2,5,3,3,2,5,4,5,6,2,2,5,1,6,1,6,2,0,378378
p3356,2,1,2,2,1,4,4,4,8,3,2,6,0,7,1,6,2,0,378372
p11261,2,2,3,4,2,4,4,4,7,2,1,6,0,7,1,6,2,1,378370
p10112,1,1,2,1,1,7,3,2,1,6,2,8,1,6,1,7,6,0,378385
p7172,2,4,2,3,1,3,4,3,7,3,1,7,0,7,1,6,2,0,378355
p16440,2,5,3,4,1,4,3,4,7,2,2,5,0,7,0,6,2,0,378323
p13809,2,1,3,2,1,4,4,3,8,2,1,7,0,7,1,6,2,0,378291
p19633,1,1,2,2,1,7,3,2,1,6,2,8,1,6,1,7,4,0,378304
