id,x0,x1,len,clasteId,pointType,timeToCalcNeighbours,# distance calc,len(rnnk),kNN,reverskNN,NDF
p0,539.512,411.975,678.82,1,1,43.0367,20638,13,[,p8831;p5219;p6416;p7792;p4255;p1609;p1151;p4466;p2661;p5599;],[,1151;1609;3785;4255;4466;5085;5219;5599;6416;7562;7792;8831;9525;],[,p8831;p5219;p6416;p7792;p4255;p1609;p1151;p4466;p2661;p5599;],
p1,542.241,147.626,561.978,7,0,41.9962,20748,7,[,p5627;p3418;p3028;p5552;p6583;p9116;p1246;p2507;p895;p1164;],[,1246;3028;3418;5552;5627;6583;9116;],[,p5627;p3418;p3028;p5552;p6583;p9116;p1246;p2507;p895;p1164;],
p2,653.469,370.728,751.306,2,1,42.9614,20728,15,[,p193;p3162;p2180;p6138;p6717;p7381;p1849;p8172;p1593;p1610;],[,183;193;1593;1610;1849;2180;2749;3162;5701;6138;6717;7099;7381;8172;8452;],[,p193;p3162;p2180;p6138;p6717;p7381;p1849;p8172;p1593;p1610;],
p3,598.586,284.883,662.92,3,1,41.9136,20738,10,[,p4318;p4699;p5832;p7351;p8692;p2569;p9047;p4836;p7647;p5857;],[,2569;4318;4557;4699;5832;5857;7351;7647;8692;9047;],[,p4318;p4699;p5832;p7351;p8692;p2569;p9047;p4836;p7647;p5857;],
p4,573.063,294.563,644.336,3,1,42.58,20638,10,[,p7224;p7655;p3985;p3096;p4755;p2658;p9424;p6394;p5480;p3796;],[,2658;3096;3796;3985;4755;5480;6394;7224;7655;9424;],[,p7224;p7655;p3985;p3096;p4755;p2658;p9424;p6394;p5480;p3796;],
p5,139.57,401.381,424.955,4,1,42.1814,20738,11,[,p470;p4956;p3285;p6775;p7999;p6444;p1677;p817;p4400;p6237;],[,470;851;1677;3285;4400;4639;4956;6444;6775;7501;7999;],[,p470;p4956;p3285;p6775;p7999;p6444;p1677;p817;p4400;p6237;],
p6,228.97,281.992,363.245,29,0,42.25,20708,7,[,p929;p3530;p5886;p7768;p6153;p2931;p6864;p4517;p2168;p807;],[,929;2931;3530;5886;6153;6864;7768;],[,p929;p3530;p5886;p7768;p6153;p2931;p6864;p4517;p2168;p807;],
p7,305.747,94.351,319.974,5,1,43.1582,20798,11,[,p1958;p8947;p6217;p4728;p8727;p5152;p4503;p7838;p3381;p3062;],[,1958;3062;3381;4503;4728;5152;6217;7838;8727;8947;8987;],[,p1958;p8947;p6217;p4728;p8727;p5152;p4503;p7838;p3381;p3062;],
p8,610.617,167.19,633.092,6,1,42.33,20658,13,[,p2978;p2187;p1928;p904;p1365;p8126;p7696;p6409;p327;p8070;],[,327;904;1365;1928;2187;2978;3723;3906;5051;7696;8070;8126;8432;],[,p2978;p2187;p1928;p904;p1365;p8126;p7696;p6409;p327;p8070;],
p9,500.45,118.781,514.353,7,1,43.2659,20888,12,[,p755;p9967;p1549;p1088;p6130;p7123;p5194;p7829;p6799;p6712;],[,755;1088;1549;1993;3435;6130;6612;6712;8200;8210;9733;9967;],[,p755;p9967;p1549;p1088;p6130;p7123;p5194;p7829;p6799;p6712;],
p10,341.805,361.755,497.692,8,1,41.6844,20668,11,[,p3652;p5063;p8501;p9406;p8415;p7380;p291;p9454;p2135;p3732;],[,291;2135;3652;3671;5063;7380;8415;8501;9406;9454;9742;],[,p3652;p5063;p8501;p9406;p8415;p7380;p291;p9454;p2135;p3732;],
p11,128.583,81.599,152.289,14,0,42.1636,20648,7,[,p5866;p3254;p8288;p106;p4992;p9069;p3876;p6281;p702;p6407;],[,106;3254;3876;4992;5866;8288;9069;],[,p5866;p3254;p8288;p106;p4992;p9069;p3876;p6281;p702;p6407;],
p12,39.105,381.266,383.266,10,0,44.3547,20698,9,[,p6139;p779;p7935;p640;p6563;p3831;p3554;p7432;p799;p1341;],[,640;779;799;1341;3554;3831;6139;6563;7935;],[,p6139;p779;p7935;p640;p6563;p3831;p3554;p7432;p799;p1341;],
