id,x0,x1,len,clasteId,pointType,timeToCalcNeighbours,# distance calc,len(rnnk),kNN,reverskNN,NDF
A,4.2,4,5.8,1,0,0.023491,12,0,[,],[,],[,A;B;C;],
B,5.9,3.9,7.07248,-1,-1,0.021675,12,0,[,],[,],[,A;B;],
C,2.8,3.5,4.48219,1,1,0.022149,12,0,[,],[,],[,A;C;F;H;],
D,12,1.3,12.0702,2,1,0.021946,12,0,[,],[,],[,D;E;I;J;],
E,10,1.3,10.0841,2,1,0.022181,12,0,[,],[,],[,D;E;I;J;],
F,1.1,3,3.19531,1,0,0.021855,12,0,[,],[,],[,C;F;G;],
G,0,2.4,2.4,-1,-1,0.021617,12,0,[,],[,],[,F;G;],
H,2.4,2,3.1241,1,0,0.021604,12,0,[,],[,],[,C;H;],
I,11.5,1.8,11.64,2,1,0.021856,12,0,[,],[,],[,D;E;I;J;],
J,11,1,11.0454,2,1,0.021968,12,0,[,],[,],[,D;E;I;J;],
K,0.9,0,0.9,-1,-1,0.021404,12,0,[,],[,],[,K;],
L,1,1.5,1.80278,-1,-1,0.021208,12,0,[,],[,],[,L;],
