Id,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,clasterId,pointType,#dist,
p0,2,4,4,3,2,7,8,2,9,11,7,7,1,8,5,6,-1,-1,20000
p1,4,7,5,5,5,5,9,6,4,8,7,9,2,9,7,10,-1,-1,20000
p2,7,10,8,7,4,8,8,5,10,11,2,8,2,5,5,10,-1,-1,20000
p3,4,9,5,7,4,7,7,13,1,7,6,8,3,8,0,8,-1,-1,20000
p4,6,7,8,5,4,7,6,3,7,10,7,9,3,8,3,7,-1,-1,20000
p5,4,7,5,5,3,4,12,2,5,13,7,5,1,10,1,7,-1,-1,20000
p6,6,10,8,8,4,7,8,2,5,10,7,8,5,8,1,8,-1,-1,20000
p7,1,0,2,0,1,6,10,7,2,7,5,8,2,7,4,9,-1,-1,20000
p8,5,9,7,6,7,7,7,2,4,9,8,9,7,6,2,8,-1,-1,20000
p9,1,0,2,1,1,5,7,8,6,7,6,6,2,8,3,8,-1,-1,20000
p10,2,7,4,5,1,9,8,4,2,5,13,8,3,10,0,8,-1,-1,20000
p11,3,11,5,8,3,13,4,5,3,12,1,8,2,6,4,9,-1,-1,20000
p12,3,7,5,5,5,8,7,4,4,7,6,7,4,6,8,13,-1,-1,20000
p13,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7,-1,-1,20000
p14,8,11,9,8,6,7,8,3,6,10,5,7,4,6,6,8,-1,-1,20000
p15,7,11,10,8,9,9,7,3,6,10,4,7,5,6,4,9,-1,-1,20000
p16,5,5,5,7,3,3,7,6,12,7,6,15,0,8,7,6,-1,-1,20000
p17,2,4,5,3,2,7,8,2,9,11,7,7,1,8,5,6,-1,-1,20000
p18,4,7,6,5,4,8,9,8,4,7,7,7,3,8,3,8,-1,-1,20000
p19,4,6,4,7,5,8,8,6,2,7,7,11,3,9,5,8,-1,-1,20000
p20,5,10,7,9,3,8,5,9,8,6,4,8,3,8,4,8,-1,-1,20000
p21,3,7,3,5,1,1,1,5,5,0,1,6,0,8,0,8,-1,-1,20000
p22,1,1,2,1,0,7,9,4,2,7,13,8,2,10,0,8,-1,-1,20000
p23,2,1,3,2,1,8,7,3,8,6,6,8,2,8,5,8,-1,-1,20000
p24,8,9,10,8,12,7,6,5,5,7,6,8,7,10,6,9,-1,-1,20000
p25,5,10,8,7,11,9,6,2,2,8,4,8,10,5,3,6,-1,-1,20000
p26,5,6,5,4,3,4,9,1,7,10,10,6,1,10,2,4,-1,-1,20000
p27,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,-1,-1,20000
p28,3,8,5,6,5,7,7,4,8,7,7,8,3,8,5,10,-1,-1,20000
p29,4,7,6,5,4,11,7,3,5,10,1,4,5,9,1,7,-1,-1,20000
p30,4,10,6,7,2,9,4,3,2,8,1,8,3,7,3,8,-1,-1,20000
p31,3,4,4,3,3,7,7,6,7,7,6,5,2,8,3,7,-1,-1,20000
p32,4,8,5,6,4,9,9,6,4,7,5,8,3,8,10,7,-1,-1,20000
p33,3,5,5,3,2,5,9,3,4,10,8,8,5,8,0,7,-1,-1,20000
p34,4,11,5,8,2,7,7,4,4,7,6,8,3,8,4,8,-1,-1,20000
