Id,x0,x1,clasterId,pointType,#dist,
p1984,21.727,71.013,1,0,33242
p1978,32.783,69.609,1,0,33243
p2026,17.618,76.707,1,0,33244
p2021,24.719,76.158,1,1,33231
p2038,22.438,77.946,1,1,33233
p2019,29.382,76.012,1,1,33232
p1966,47.035,68.538,2,0,33216
p2053,23.927,80.504,1,1,33204
p2007,40.033,74.325,1,0,33203
p2031,35.155,77.012,1,1,33200
p2056,28.05,80.915,1,1,125
p2059,28.819,81.143,1,1,136
p1995,48.953,71.91,2,0,150
p1971,54.094,68.93,2,0,185
p2064,38.135,81.592,1,0,150
p2016,50.613,75.772,2,1,115
p2120,21.191,90.175,1,1,166
p2111,26.029,89.203,1,1,155
p2000,58.985,72.888,2,1,125
p2043,50.868,78.939,2,1,112
p2086,41.348,84.674,1,0,174
p2027,54.673,76.753,2,1,102
p2037,55.245,77.925,2,1,104
p2083,45.832,84.49,2,0,161
p2028,60.474,76.761,2,1,116
p2176,18.619,96.615,1,0,277
p2087,51.149,85.005,2,0,172
p2023,64.69,76.368,2,1,150
p2159,34.828,94.239,1,1,165
p2020,65.628,76.131,2,0,163
p2171,32.332,96.076,1,1,231
p2177,30.025,97.059,1,1,187
p2047,68.587,79.172,2,1,187
p2018,73.408,75.876,2,0,219
p2173,45.044,96.237,1,0,239
p2210,31.865,101.905,1,1,240
p2114,59.543,89.465,2,0,244
p1983,81.168,70.878,2,0,264
p2100,65.152,87.445,2,1,218
p2219,38.412,102.886,1,1,194
p2095,67.625,86.571,2,1,217
p2230,36.662,104.369,1,1,198
p2257,14.943,109.986,1,0,451
p2232,39.133,104.498,1,1,188
p2061,77.37,81.326,2,0,164
p2125,67.907,90.611,2,1,200
p2084,75.458,84.596,2,1,156
p2066,79.447,81.78,2,1,202
p2109,71.383,88.961,2,1,186
p2274,20.122,112.335,1,0,398
p1979,90.353,69.805,2,0,335
p2119,70.26,90.168,2,1,186
p2273,33.276,112.226,1,1,275
p2268,37.275,111.523,1,1,310
p2263,42.772,110.768,1,1,240
p2209,61.133,101.851,2,0,230
p2183,67.156,98.011,2,1,189
p2048,89.968,79.221,2,0,212
p2045,90.211,79.071,2,0,212
p2216,62.701,102.641,2,1,229
p2276,44.408,112.495,1,0,319
p2069,89.099,82.281,2,1,210
p2140,81.736,91.847,2,1,184
p2139,84.65,91.606,2,1,193
p2267,57.366,110.88,1,0,305
p2213,71.598,102.415,2,1,216
p2197,73.978,100.794,2,1,194
p2127,88.006,90.715,2,1,184
p2279,56.858,113.207,1,0,337
p2102,91.613,87.869,2,1,173
p2017,102.179,75.819,2,0,223
p2189,80.47,99.037,2,1,217
p2181,83.275,97.813,2,1,193
p2117,92.804,89.609,2,1,186
p2239,74.73,105.853,2,1,273
p2067,100.859,81.948,2,1,184
p2261,69.485,110.585,2,0,256
p2105,96.868,88.464,2,1,195
p1972,113.246,69.092,2,0,227
p2098,100.566,87.184,2,1,183
p2065,105.994,81.689,2,1,180
p1980,115.059,70.588,2,0,237
